SEQNOS,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED
1216665,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,POWER PLANT'S TAILRACE,POWER PLANT'S TAILRACE,COOPER RIVER,,U,,,DISSIPATE NATURALLY,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,CALLER STATED THERE WAS A PREVIOUS INCIDENT JUST LIKE THIS SPILL.,DHEC,USCG,,90,FEET,15,FEET,N,,,,NO
1216667,Y,Y,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,POTENTIAL TO IMPACT TRES PALACIOS BAY,,,,U,,,"FIRE EXTINGUISHED, FUEL IS BEING OFFLOADED",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TX GENERAL LAND OFFICE,USCG,,,,,,N,,,,NO
1216668,N,U,N,,,,Y,3,3,N,,N,,N,,,N,,,N,,,,N,Y,EY 15,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,EMS TRANSPORTING 3 INDIVIDUALS TO HOSPITAL.  INVESTIGATION IS UNDERWAY.,FRA,,,,,,,U,,,,,,,,,ALL,,,,,3,,,,,,,,,FRA,,,,,,N,,,,NO
1216669,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ RICE CREEK,RICE CREEK,ST JOHNS RIVER,,U,,,"MATERIAL CONTAINED, PLANNING TO HIRE A CONTRACTOR",,,,SUNNY,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,100,FEET,50,FEET,N,,,,NO
1216670,N,U,N,,,,Y,1,1,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,"CAR WAS TOWED, RAIL IS ALL CLEAR, OPERATIONS NORMAL",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216671,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,Y,,,ACTIVATED EMERGENCY SHUTDOWN.,,1806EPA1201,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,OH EPA,,,,,,,N,,,,NO
1216672,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,/ ASPHALT,,,,Y,,,CONTRACTOR HAS BEEN HIRED,,,,SUNNY,70,,,U,,,,,,,,,,,,,,,,,,,,,,SC ENVIRONMENTAL QUALITY CONTROL,,,,,,,N,,,,NO
1216673,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE PAD,,,,Y,,,FD AND HAZMAT RESPONSE CLEANED THE AREA.,FD,,,SUNNY,85,,,U,,,,,,,,,,,,,,,,,,,,,,FD; MDE,,,,,,,N,,,,NO
1216676,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),,,,,U,,,MADE NOTIFICATIONS.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,PD,EPA,,,,,,N,,,,NO
1216677,N,U,N,,,,N,,,N,,Y,125000,N,,,N,,,N,,,,N,N,,,UNKNOWN,RAIL REPORT (N/A),/ THREE CAR DERAILMENT,,,,U,,,INVESTIGATION UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216678,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,COLUMBIA RIVER,COLUMBIA RIVER,,,U,,,,CITY OF VANCOUVER FIRE DEPT,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,"CITY OF VANCOUVER FIRE DEPT, DOE",,,2,MILES,6,MILES,N,,,,NO
1216679,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BURGESS RUN CREEK,BURGESS RUN CREEK,YELLOW CREEK,,U,,,LOCAL AGENCIES ARE ON SCENE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216681,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,PAVEMENT/ CATCH BASIN,,,,Y,,,CT DOT DEPLOYING SAND ON THE ROADWAY. DEPLOYED ABSORBENTS AROUND STORM DRAINS.,EAST HAVEN FD; BRANFORD FD,EHFD 180016694,,OVERCAST,70,,,U,,,,,,,,,,,,,,,,,,,,,,CT DOT; EAST HAVEN FD,USCG NEW HAVEN,,,,,,N,,,,NO
1216682,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,POTENTIAL RELEASE TO BEACH AND ATLANTIC OCEAN,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"SC DNR, DHEC",USCG,,,,,,N,,,,NO
1216683,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SOIL/ UNNAMED STREAM,UNNAMED STREAM,,,Y,,,CONTAINED THE AREA.  CONDUCTING REMEDIATION.,,,,SUNNY,90,,,U,,,,,,,,,,,,,,,,,,,,,,,BIA; DOI,,,,,,N,,,,NO
1216684,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ONTO THE GROUND,,,,U,,,CALLER STATED SAND WAS PLACED ON THE SPILL ON THE ROAD BUT THE MATERIAL IS STILL IN A DITCH.,"LOCAL PD, STATE PTRL, FD",,,,,,,U,,,,,,,,,,,,,,,,,,,,,,LOCAL PD,,,,,,,N,,,,NO
1216685,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ STRAIT OF JUAN DE FUCA,STRAIT OF JUAN DE FUCA,PACIFIC OCEAN,,U,,,NONE,,,,OVERCAST,60,,,U,,LIGHT BROWN,E,,,,,,,,,,,,,,,,,,,,,,400,FEET,25,FEET,N,,,,NO
1216686,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN/ RETENTION POND,STORM DRAIN,RETENTION POND,,Y,,,"ABSORBENTS APPLIED, VAC TRUCK USED, CLEAN UP UNDERWAY",,,,,,,,U,,BARELY DISCERNIBLE,,,,,,,,,,,,,,,,,,,,,,,100,FEET,100,FEET,N,,,,NO
1216689,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,LOW,WATER,/ INNER HARBOR,INNER HARBOR,PATAPSCO RIVER,,U,,,NONE,"CITY OF DPW, BALTIMORE PD",,,PARTLY CLOUDY,80,,SE,U,,BROWN,,,,,,,,,,,,,,,,,,,,,,,800,FEET,300,FEET,N,,,,NO
1216691,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,ONTO THE FISH AND THEN ONTO THE PIER,,,,Y,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,AK DEC,,,,,,,N,,,,NO
1216693,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,SOIL/ PAVEMENT,,,,Y,,,REMEDIATION COMPLETE,,20183301,,SUNNY,85,,,U,,,,,,,,,,,,,,,,,,,,,,KY EMERGENCY RESPONSE,,,,,,,N,,,,NO
1216694,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ON SITE POND,ONSITE POND,,,Y,,,VACUUM TRUCKS ON SITE. BOOMS AND PADS DEPLOYED. PRODUCT IS CONTAINED ON SITE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216695,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),POTENTIAL TO IMPACT SOIL,,,,U,,,MADE NOTIFICATIONS.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,BROOKHAVEN CITY,,,,,,,N,,,,NO
1216696,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,U,,,,,,,CLEAR,,15,WSW,U,,,,,3     MODERATE (3 - 5 FT),,,,,,,,KNTS,,,,,,,,SHEEN COLOR: BARELY VISIBLE 50%;  SILVERY 40%; AND  SLIGHTLY COLORED 10%,,,,17.6,MILES,.7,MILES,N,,,,NO
1216697,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,/ DECK OF BARGE,,,,Y,,,CLEANUP COMPLETED,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216698,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ONTO THE GROUND NEAR THE TANK,,,,Y,,,CALLER STATED AN EMERGENCY RESPONSE CONTRACTOR HAS BEEN CONTACTED.,,180628-1140-EJS,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"MO DNR, LEPC",,,,,,,N,,,,NO
1216699,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,DARBY CREEK,DARBY CREEK,DELAWARE RIVER,,Y,,,"BOOMS APPLIED, MATERIAL CONTAINED, CLEAN UP CREW ON-SITE, CLEAN UP UNDERWAY,  CONTRACTOR HAS BEEN HIRED",,,,SUNNY,82,,,U,,,,,,,,,,,,,,,,,,,,,///48 HOUR PHMSA UPDATE////,"PDPU, PAPUC",COAST GUARD,,,,,,N,,,,NO
1216700,Y,Y,N,,,,N,,,N,,Y,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE,,,,Y,,,CONTRACTOR WAS ON SITE FOR CLEANUP. CLEAN UP COMPLETED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"OES, EM",,,,,,,N,,,,NO
1216701,Y,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),FIRE AT A PORT FACILITY,,,,Y,,,CALLER STATED THE LOCAL FIRE DEPARTMENT WAS CONTACTED.  CALLER STATED THE FIRE IS STILL SMOLDERING.,LOCAL FIRE DPET,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,LOCAL 911,USCG,,,,,,N,,,,NO
1216702,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,INTO THE GROUND AND ON THE GROUND,,,,Y,,,"CALLER STATED CLEAN UP UNDERWAY, WELL HAS BEEN SHUT IN.",LOCAL FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"EMERGENCY MANAGEMENT, TRRC, LOCAL FD",,,,,,,N,,,,NO
1216703,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,N,,,OSRO CONTRACTED.,,,,,,,,U,,,,,,,,,,,,,,,,1,,,,,,TXCEQ,,,,,,,N,,,,NO
1216705,N,U,N,,,,N,,,Y,1,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,LOCAL PD AND FD RESPONDED.,"PD, FD, SHERIFF",PUC 184277,,,,,,U,,,,,,,,,,0,0,,,,,0,,,,,,"PD, FD, PUC, SHERIFF",,,,,,,N,,,,NO
1216706,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,DIRT,,,,N,,,NONE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216707,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,OHIO RIVER,OHIO RIVER,,,U,,,DEPLOYED ABSORBENTS. SHEEN DISSIPATED NATURALLY.,,,,SUNNY,75,,,U,,,,,,,,,,,,,,,,,,,,,,,,976,,,,,N,,,,NO
1216708,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,LITTLE CAFTNER CREEK,LITTLE CAFTNER CREEK,,,Y,,,CLEAN UP UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,ADEC,,,,,,,N,,,,NO
1216710,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,SHUT THE PLANT DOWN.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216711,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ STORM DRAIN,STORM DRAIN,,,Y,,,CLEAN UP CREW ON-SITE,,18-4279,,PARTLY CLOUDY,64,,,U,,,,,,,,,,,,,,,,,,,,,,CA OES,,,,,,,N,,,,NO
1216713,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,BALLAST,,,,,Y,,,CONTRACTOR HAS BEEN HIRED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216714,Y,Y,Y,,EMPLOYEES,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GROUND,,,,U,,,FIRE EXTINGUISHED,"MACON FD, BIBB CO SHERIFFS",2018-9496,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216716,N,U,Y,,PRIVATE CITIZENS,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,LINE WAS SHUT-DOWN AT 1915EDT,FIRE AND POLICE DEPT,,,,,,,U,,,,,,,,,,,,,,,,,,,,,**48 HOUR PHMSA UPDATE TO REPORT # 1216567**,IN UTIL REG. COMMISSION,,,,,,,N,,,,NO
1216718,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ST LAWRENCE RIVER,ST LAWRENCE RIVER,EASTERN LAKE ONTARIO,,U,,,CANADA: 2018/06/28 14:28 E.R. DUTY OFFICER REPORTS CASE CLOSED.,,,,,,,,U,,OTHER,,COLOR: DARK BLACK / RAINBOW,1     SMOOTH ( < 1 FT),,,,,,,,,,,,,,,,,,,,100,FEET,2,FEET,N,,,,NO
1216720,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,,,,,U,,,MADE NOTIFICATIONS.,,,,OVERCAST,82,,,U,,,,,,,,,,,,,,,,,,,,,,BALTIMORE CITY CODE ENFORCEMENT LEGAL,,,,,,,N,,,,NO
1216722,N,U,Y,,EVERYONE,,Y,15,,Y,1,Y,,N,,,N,,,Y,,,,N,N,,,LOW,AIR,ATMOSPHERE,,,,Y,,,INVESTIGATION UNDERWAY. GAS IS SHUTOFF.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TEXAS RAILROAD COMMISSION,,,,,,,N,,,,NO
1216723,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,Y,RAIL YARD TRACK,,UNKNOWN,RAIL REPORT (N/A),DERAILMENT,,,,U,,,ATTEMPTING TO RERAIL THE RAILCAR.,,,,,,,,U,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216724,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SUGARCAMP RUN CREEK,SUGARCAMP RUN CREEK,OHIO RIVER,,Y,,,"SHUTDOWN PUMP, REPAIRS.",,4877612,,RAINY,,,,U,,,,,,,,,,,,,,,,,,,,,,WV DEP,,,,,,,N,,,,NO
1216725,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,DISSIPATE NATURALLY,,,,,,,,U,,SILVERY,,,,,,,,,,,,,,,,,,,,,,,40,FEET,3,FEET,N,,,,NO
1216726,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,/ ON THE GROUND,,,,Y,,,NONE,,,,SUNNY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216727,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNKNOWN CREEK,UNKNOWN CREEK,EERIE CANAL,,Y,,,CLEAN UP CREW ON SITE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,DEC,,,,,,,N,,,,NO
1216728,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,Y,,,NONE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216729,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,VEGETATION,,,,Y,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216730,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE,,,,Y,,,CLEAN UP COMPLETED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,EQB,,,,,,,N,,,,NO
1216731,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ THAMES RIVER,THAMES RIVER,LONG ISLAND SOUND,,U,,,NONE,,,,CLEAR,20,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,COAST GUARD,,200,FEET,50,FEET,N,,,,NO
1216732,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,GROUND,,,,N,,,REDUCED FLOW TO SEWAGE SYSTEM,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"OR DEQ, KLAMATH CO PUBLIC HEALTH",,,,,,,N,,,,NO
1216735,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,,,NOTIFICATION TO STATE PD.,,18-03001,,,,,,U,,,,,,,,,,,,,,,,,,,,,,STATE PD,,,,,,,N,,,,NO
1216736,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ONSITE STORM DITCH,ONSITE STORM DITCH,,,Y,,,MATERIAL WAS CONTAINED ONSITE. MATERIAL WAS REMOVED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,SPILL REPORT LINE,,,,,,,N,,,,NO
1216737,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,GRASSY HILL,,,,U,,,"REMEDIATE SOIL, RUN TESTS ON SOIL",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TX DEQ,,,,,,,N,,,,NO
1216738,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,MUD CREEK,,U,,,"BOOMS APPLIED, ABSORBENTS APPLIED",,,,RAINY,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216739,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BEACH,PENSACOLA BAY CHANNEL,GULF OF MEXICO,,U,,,PLACED BALLS INTO A CONTAINER,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216740,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,SECURED AT 1545.,,,,,,,,U,,BARELY DISCERNIBLE,,,,,,,,,,,,,,,,,,,,,,,30,FEET,30,FEET,N,,,,NO
1216741,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,PLATFORM WAS SHUT IN.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216742,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,/ ON THE GROUND,,,,Y,,,"MATERIAL CONTAINED, CLEAN UP CREW ON-SITE",,062818-BG-1430,,CLEAR,100,20,,U,,,,,,,,,,,,,MPH,,,,,,,,MOST OF PRODUCT WILL BE ABLE TO BE REUSED ONCE IT COOLS AND THE REST WILL BE HAULED TO A LANDFILL,NDEQ,,,,,,,N,,,,NO
1216743,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HURRICANE BAY,HURRICANE BAY,GULF OF MEXICO,,U,,,NOTIFICATIONS MADE,,,,PARTLY CLOUDY,88,,,U,,RAINBOW,S,DIESEL,,,,,,,,,,,,,,,,,,LEE CO SHERIFF,USCG,,,,,,N,,,,NO
1216745,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PORT OF EVERETT,PORT OF EVERETT,,,Y,,,MECHANIC IS ON-SCENE.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,100,FEET,35,FEET,N,,,,NO
1216746,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,NOTIFICATIONS MADE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216747,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,CONTAINMENT DIKE / DIRT,,,,Y,,,CONTRACTOR HAS BEEN HIRED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216748,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GLACIER BAY,GLACIER BAY,PACIFIC OCEAN,,Y,,,BOOMS  AND ABSORBANTS APPLIED.,,NP18093602,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,USCG,,15,FEET,,,N,,,,NO
1216749,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,/ CHOCTAWHATCHEE BAY POTENTIAL RELEASE,,,,U,,,,,,,OVERCAST,,,,U,,,,,,,,,,,,,,,,,,,,,/// THIS IS A POTENTIAL RELEASE ///,,"COAST SECTOR MOBILE, MSD PANAMA CITY",,,,,,N,,,,NO
1216751,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ASPHALT / STORM SEWER,STORM SEWER,,,Y,,,BOOMS APPLIED,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,IA DNR,,,,,,,N,,,,NO
1216752,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SUBSURFACE,TARMAC,,,,Y,,,"SPILL KIT, PADS AND KITTY LITTER APPLIED.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,MDE,,,,,,,N,,,,NO
1216753,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,CONCRETE / CATCH BASIN,CATCH BASIN,,,Y,,,"MATERIAL CONTAINED, CLEAN UP UNDERWAY",,H20180601,,,,,,U,,,,,,,,,,,,,,,,,,,,,,IL EMA,,,,,,,N,,,,NO
1216754,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SEAL COVE,SEAL COVE,,,Y,,,PADS APPLIED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,,N,,,,NO
1216755,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SALT RUN,SALT RUN,,,Y,,,ABSORBANTS APPLIED.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,200,FEET,200,FEET,N,,,,NO
1216756,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE,,,,Y,,,CLEANUP COMPLETED.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216757,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,///POTENTIAL RELEASE/// CANAL,,,,U,,,NOTIFICATIONS,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,///POTENTIAL RELEASE///,SHERIFF,,,,,,,N,,,,NO
1216759,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,"/ DIRT, BLACKWATER CREEK",BLACKWATER CREEK,,,U,,,MADE NOTIFICATION.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO
1216760,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SUISUN SLOUGH,SUISUN SLOUGH,,,N,,,IMD NOTIFIED,,,,,,,,U,,,NE,DIESEL,,,,,,,,,,,,,,,,,,,SECSF (IMD AND CC),,,,,,N,,,,NO
