SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG
1212843,"WHILE UNLOADING A TRAILER, SMOKE/SMOLDERING WAS OBSERVED COMING FROM A PACKAGE. THE PACKAGE CONTAINED A LITHIUM BATTERY, UN3171 BATTERY POWERED VEHICLE (HOVERBOARD). NO INJURIES OR EVACUATIONS WERE INVOLVED.",FIXED,OTHER,5/21/18 6:15,OCCURRED,CARLISLE HUB,1 AMES DR.,,,CARLISLE,PA,CUMBERLAND,17015,,,,,,,,,,,,,,,N
1212845,CALLER STATED A TRACTOR TRAILER TOOK OUT SOME ELECTRICAL POLES CAUSING THREE (POLE MOUNTED) TRANSFORMERS TO FALL AND RELEASE 60 GALLONS OF MINERAL OIL ONTO THE GROUND. THE EXACT CAUSE OF THE INCIDENT IS UNKNOWN AT THIS TIME.,FIXED,UNKNOWN,5/21/18 14:30,OCCURRED,INTERSECTION OF 5TH AND HARRISON STREETS,,,,FOWLER,IN,BENTON,,,,,,,,,,,,,,,,N
1212847,CALLER STATED THAT A MALE TRESPASSER WAS STRUCK ON THE TRACK RESULTING IN A FATALITY.,RAILROAD NON-RELEASE,TRESPASSER,5/21/18 14:22,OCCURRED,MILE POST 131 OF PORTLAND SUBDIVISION,,,,ARLINGTON,OR,GILLIAM,,,,,,,,,,,,,,,,N
1212848,CALLER STATED THAT THEY OBSERVED A SHEEN IN THE WATERS SURROUNDING A VESSEL MOORED WITHIN THE HARBOR AT THE MAIN AT THE C-FLOAT.,VESSEL,UNKNOWN,5/21/18 11:50,DISCOVERED,,11497 AUKE BAY HARBOR RD,,,JUNEAU,AK,JUNEAU,,,,,,,,,,,,,,,,N
1212849,CALLER STATED OIL WATER MIX SURFACED ON THE GROUND AND IT TRAVELED APPROXIMATELY 200 FEET NORTH AND COMMINGLED WITH WATER. 5.71 BARRELS OF WATER AND 10 GALLONS OF CRUDE OIL. OIL PRODUCTION FIELD.,FIXED,UNKNOWN,5/21/18 9:45,OCCURRED,SEE LAT AND LONG,,,43.39606 N 106.30041 W,MIDWEST,WY,NATRONA,,,,,43,23,46,N,106,18,1,W,35,40 NORTH,79 WEST,N
1212850,CALLER STATED THAT COMPANY IS NOT INSPECTING OR EVACUATING REFRIGERANT GASES FROM AC UNITS AND REFRIGERATORS. UNITS ARE BEING THROWN INTO A PILE AND THEN PICKED UP BY A CRANE. THIS COULD CAUSE DAMAGE TO THE UNITS AND THE POTENTIAL FOR A RELEASE OF CFC GAS. THERE IS NO DISPOSAL PROTOCOL BEING OBSERVED ON SITE.,FIXED,UNKNOWN,5/18/18 10:30,DISCOVERED,,2820 TREAMONT ROAD,,,SAVANNAH,GA,CHATHAM,,,,,,,,,,,,,,,,Y
1212853,CALLER STATED THEY WERE INVESTIGATING A CORROSION ANOMALY AND WHEN THEY WENT TO UNCOVER THE PIPE THEY FOUND A LEAK.,PIPELINE,EQUIPMENT FAILURE,5/21/18 16:15,DISCOVERED,,LAT 35.245 N,LONG -85.753 W,,TRACY CITY,TN,GRUNDY,,,,,35,14,42,N,85,45,11,W,,,,N
1212854,CALLER STATED THAT 3 GALLONS OF ETHANOL RELEASED FROM A TANK CAR TO BALLAST  DUE TO UNKNOWN REASONS.,RAILROAD,UNKNOWN,5/21/18 17:17,DISCOVERED,,5281 SOUTHERN RAILROAD STATION RD,RAIL YARD,,LINWOOD,NC,DAVIDSON,,,,,,,,,,,,,,,,N
1212855,"CALLER STATED THE MOTOR VESSEL ERGON WAS PUSHING DIESEL BARGE 908 AND THEY WERE FUELING THE MOTOR VESSEL DORTHY LEE. THEY THOUGHT THEY COMPLETED FUELING OPERATIONS WITH THE DORTHY LEE AND THEY TURN THE DORTHY LEE LOOSE, UNFORTUNATELY, THE FUEL LINE WAS STILL ATTACHED AND IT BUSTED THE LINE CAUSING A SPILL OF DIESEL FUEL.",VESSEL,OPERATOR ERROR,5/21/18 17:25,OCCURRED,RIVER MILE 3 OF THE VICKSBURG INDUSTRIAL HARBOR,,,,VICKSBURG,MS,WARREN,,,,,,,,,,,,,,,,N
1212856,CALLER IS REPORTING THE 0.019 TEASPOONS OF CRUDE OIL FROM A PINHOLE LEAK ON A FLOW LINE ON A PLATFORM DUE TO EQUIPMENT FAILURE.,PLATFORM,EQUIPMENT FAILURE,5/21/18 17:00,OCCURRED,PLATFORM INCIDENT,SHIP SHOAL 150 C,,"28.72320393, 91.24154011",,LA,SHIP SHOAL AREA,,,,,28,43,24,N,91,14,30,W,,,,N
1212857,CALLER STATED THEY WERE CONTACTED ABOUT A FULLY MOORED UP VESSEL AT THE DOCK SINKING. CALLER STATED THE PARTY THAT CONTACTED THEM WAS IN THE PROCESS OF CONDUCTING INITIAL DEWATERING. CALLER STATED THERE IS A POTENTIAL FOR A SPILL OF 5-6 GALLONS GASOLINE AND AN UNKNOWN AMOUNT OF MOTOR OIL.,VESSEL,VESSEL SINKING,5/21/18 18:48,OCCURRED,EAST 55TH STREET MARINA,5555 NORTH MARGINAL ROAD,,,CLEVELAND,OH,CUYAHOGA,44114,,,,,,,,,,,,,,,Y
1212858,CALLER IS REPORTING THE DISCHARGE OF AN UNKNOWN QUANTITY OF ENVIRONMENTAL SAFE HYDRAULIC OIL DUE TO EQUIPMENT FAILURE OF AN UNKNOWN PIECE OF EQUIPMENT DURING DREDGING OPERATIONS.,VESSEL,EQUIPMENT FAILURE,5/21/18 17:45,OCCURRED,FREEPORT TX LNG BASIN,,,,FREEPORT,TX,BRAZORIA,,,,,,,,,,,,,,,,N
1212859,CALLER IS REPORTING A UNKNOWN SHEEN DUE TO UNKNOWN CAUSES ON THE OHIO RIVER.,UNKNOWN SHEEN,UNKNOWN,5/21/18 19:09,DISCOVERED,UNKNOWN SHEEN INCIDENT,OHIO RIVER,,,NEWPORT,KY,CAMPBELL,,,,,,,,,,,,,,,,N
1212860,"CALLER IS REPORTING THE 10 GALLON DISCHARGE OF DIESEL, 2 QUARTS OF MOTOR OIL, AND 6 TONS OF FERTILIZER INTO A DITCH DUE TO OPERATOR ERROR WHILE DRIVING THE FARM EQUIPMENT ON THE SIDE OF THE ROAD.",MOBILE,OPERATOR ERROR,5/21/18 18:23,OCCURRED,LIMITED INFORMATION,,,,,ND,RANSOM,,,,,,,,,,,,,SE QUARTER OF 36,LIBERTY,,N
1212861,CALLER STATED A THERE WAS A SINGLE MOTOR VEHICLE ACCIDENT CAUSING A SPILL OF DIESEL FUEL AND MOTOR OIL. CALLER STATED THE DIESEL FUEL AND MOTOR OIL SPILLED INTO A LOCAL DITCH.,MOBILE,UNKNOWN,5/21/18 15:00,OCCURRED,INTERSTATE 69,MILE MARKER 309,,,FORT WAYNE,IN,ALLEN,,,,,,,,,,,,,,,,N
1212862,CALLER IS REPORTING THE 25 GALLON DISCHARGE OF HYDRAULIC OIL TO TWO CATCH BASINS DUE TO EQUIPMENT FAILURE FROM A MOTOR TRANSPORT.,MOBILE,EQUIPMENT FAILURE,5/21/18 15:30,OCCURRED,,101 NORTH WOLF RD,,,HILLSIDE,IL,COOK,,,,,,,,,,,,,,,,N
1212863,CALLER STATED THEY HAD A SMALL WAY SIDE FIRE AND THE FIRE WAS EXTINGUISHED. CALLER STATED THE SMALL WAY SIDE FIRE IS ASSOCIATED WITH THE POWER FROM THE TRANSIT TRAIN. CALLER STATED THERE WAS NO RELEASE OF MATERIAL AND THIS IS A CLOSED TRANSIT SYSTEM.,RAILROAD NON-RELEASE,OTHER,5/21/18 18:06,OCCURRED,WR TRACK NEAR MARKER WL193+00,,,,ATLANTA,GA,FULTON,,,,,,,,,,,,,,,,N
1212864,CALLER IS REPORTING THE POTENTIAL DISCHARGE OF 60 GALLONS OF GASOLINE DUE TO THE VESSEL RUNNING AGROUND DUE TO OPERATOR ERROR.,VESSEL,OPERATOR ERROR,5/21/18 17:06,OCCURRED,CONIMICUT POINT,,,,WARWICK,RI,KENT,,,,,,,,,,,,,,,,Y
1212865,UNKNOWN SHEEN SIGHTING.  EXACT SOURCE OF THE SHEEN IS UNKNOWN AT THIS TIME.,UNKNOWN SHEEN,UNKNOWN,5/21/18 21:00,DISCOVERED,OSWEGO RIVER; BY THE OSWEGO MARINA; ALSO BY LAKE ONTARIO,,,,OSWEGO,NY,OSWEGO,,,,,,,,,,,,,,,,N
1212866,"CALLER REPORTED THEIR TECHNICIAN WAS MAKING ROUNDS AND DISCOVERED A FROZEN VALVE IN THE FACILITY THAT WAS DETERMINED THAT REPLACEMENT WOULD EXCEED 150,000 DOLLARS. ALSO THERE WAS A SLIGHT RELEASE OF MATERIALS.",PIPELINE,EQUIPMENT FAILURE,5/21/18 20:05,DISCOVERED,MANKATO MN STATION,,,,,MN,BLUE EARTH,,,,,,,,,,,,,,,,N
1212867,JET FUEL 8 DISCHARGED FROM A TANKER TRUCK THAT OVERTURNED AS THE RESULT OF A SINGLE VEHICLE ACCIDENT.,MOBILE,TRANSPORT ACCIDENT,5/21/18 18:00,OCCURRED,RALIEGH DURHAM AIRPORT; NEAR THE FUEL FARM (SERVICE ROAD),,,,RALIEGH,NC,DURHAM,,,,,,,,,,,,,,,,N
1212868,UNKNOWN OIL IS RELEASING FROM A STREET DRAIN DUE TO AN UNKNOWN CAUSE AT THIS TIME.  CALLER STATES THE INCIDENT WAS DISCOVERED AT 0700 BUT THEY WERE NOTIFIED OF THE INCIDENT AT APPROX. 1840.,FIXED,UNKNOWN,5/21/18 7:00,DISCOVERED,,NORTH OF 2727 TUNGASS AVE,,,KETCHIKAN,AK,KETCHIKAN GATEWAY,,,,,,,,,,,,,,,,N
1212869,///THIS IS AN UPDATE TO REPORT NUMBER 1212867 REGARDING THE COUNTY./// CALLER REPORTED JET FUEL 8 DISCHARGED FROM A TANKER TRUCK THAT OVERTURNED AS THE RESULT OF A SINGLE VEHICLE ACCIDENT.,MOBILE,TRANSPORT ACCIDENT,5/21/18 18:00,OCCURRED,RALEIGH/DURHAM AIRPORT,,,,,NC,WAKE,,,,,,,,,,,,,,,,N
1212870,"CALLER REPORTED DURING THE RESTART OF A UNIT, A RELIEF VALVE RELEASED TO THE FLARE.",FIXED,OTHER,5/21/18 19:30,OCCURRED,,2102 SPUR 136,,,PORT NECHES,TX,JEFFERSON,77651,,,,,,,,,,,,,,,N
1212871,"CALLER STATES THERE IS UNKNOWN MATERIAL RELEASING FROM A SEWER PIPE AT THE ADDRESS LOCATION THAT HAS CAUSED PEOPLE TO EXPERIENCE SICKNESS, HEADACHES AND NAUSEA.  CALLER SUSPECTS A BREAK IN THE PIPE IS THE CAUSE OF THE RELEASE.",PIPELINE,UNKNOWN,5/21/18 7:30,DISCOVERED,,2600 NORTH CENTRAL AVE,,,PHOENIX,AZ,MARICOPA,85004,,,,,,,,,,,,,,,N
1212872,CALLER REPORTED A RAIL CAR THAT WAS LEFT ON THE TRACK HAD ITS HAND BRAKE NOT INSTALLED WHICH CAUSED A FREE ROLL AND DERAILMENT OF THE RAIL CAR.,RAILROAD NON-RELEASE,DERAILMENT,5/21/18 20:44,DISCOVERED,,MP 665,,,LYNNDYL,UT,MILLARD,,,,,,,,,,,,,,,,N
1212873,JET FUEL A DISCHARGED FROM AN AIRCRAFT DUE TO AN UNKNOWN CAUSE AT THIS TIME.,AIRCRAFT,UNKNOWN,5/22/18 1:09,OCCURRED,ORLANDO INTERNATIONAL AIRPORT; GATE 34,,,,ORLANDO,FL,ORANGE,,,,,,,,,,,,,,,,N
1212876,CALLER REPORTED A TOTE GOT PUNCTURED INSIDE OF A TRAILER AT THEIR TERMINAL.,MOBILE,OTHER,5/22/18 3:41,DISCOVERED,,2001 RUFFIN MILL RD,,,COLONIAL HEIGHTS,VA,CHESTERFIELD,,,,,,,,,,,,,,,,N
1212877,UNKNOWN MATERIAL RELEASED FROM UNDERGROUND PIPING AT A GENERATING STATION DUE TO AN UNKNOWN CAUSE AT THIS TIME.,PIPELINE,UNKNOWN,5/22/18 1:59,OCCURRED,HARBOR GENERATING STATION,161 ISLAND AVE.,,,WILMINGTON,CA,LOS ANGELES,,,,,,,,,,,,,,,,N
1212878,"AN ESTIMATED 5 POUNDS OF A ""CAKE MEAL OR SCREENING"" (SOY BEAN PRODUCT) RELEASED FROM A RAILCAR, DUE TO AN OPEN DOOR (EQUIPMENT FAILURE).",RAILROAD,EQUIPMENT FAILURE,5/22/18 5:25,OCCURRED,* SEE MILE POST AND DIVISION,,,,BRIMFIELD,IN,NOBLE,,,,,,,,,,,,,,,,N
1212879,A MYSTERY SHEEN WAS OBSERVED AT THE NEW BEDFORD HARBOR; SOURCE UNKNOWN.,UNKNOWN SHEEN,UNKNOWN,5/22/18 7:45,DISCOVERED,,110 MIDDLE ST,,,FAIRHAVEN,MA,BRISTOL,02719,,,,,,,,,,,,,,,N
1212880,CALLER IS REPORTING GASOLINE IN A CANAL AND A STRONG SMELL OF GASOLINE IN THE AIR FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 6:00,DISCOVERED,BETWEEN E. 1ST AND E. 2ND STREETS,,,,FREEPORT,NY,NASSAU,,,,,,,,,,,,,,,,N
1212881,"A POSSIBLE OIL ANOMALY WAS OBSERVED IN SATELLITE IMAGERY. THIS ANOMALY IS UNCONFIRMED AS OIL.

",UNKNOWN SHEEN,UNKNOWN,5/21/18 19:10,OCCURRED,UNKNOWN SHEEN INCIDENT,,,,,LA,EUGENE ISLAND AREA,,,,,29,14,16,N,91,42,7,W,,,,N
1212882,CALLER IS REPORTING AN UNKNOWN SHEEN IN THE HOUSTON SHIP CHANNEL FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 7:30,DISCOVERED,WEST OF SHIP DOCK 5,906 CLINTON DR,,,GALENA PARK,TX,HARRIS,77547,,,,,,,,,,,,,,,N
1212883,SAMPLING WAS CONDUCTED INSIDE OF THE SUBSTATION IN TWO DIFFERENT AREAS. LABS RESULTED REVEALED 685LBS OF LEAD (IN CONTAMINATED SOIL).,FIXED,OTHER,5/22/18 8:45,DISCOVERED,JAMAICA SUBSTATION,137-30 91ST AVE.,,,JAMAICA,NY,QUEENS,,,,,,,,,,,,,,,,N
1212884,"AN ESTIMATED 90 GALLONS OF DIESEL FUEL DISCHARGED FROM THE SADDLE TANK OF A COMMERCIAL TRUCK, DUE TO A MECHANICAL FAILURE (DRIVE SHAFTED BUSTED). APPROXIMATELY 30 GALLONS IMPACTED A NEARBY STORM DRAIN.",MOBILE,EQUIPMENT FAILURE,5/22/18 7:30,OCCURRED,* BURGER KING PARKING LOT,12371 SOUTH ORANGE E BLOSSOM,,,ORLANDO,FL,ORANGE,,,,,,,,,,,,,,,,N
1212885,CALLER STATED GASOLINE LEAKED FROM A STORAGE TANK ONTO THE GROUND WITHIN CONTAINMENT DUE TO PIPING LEAK (EQUIPMENT FAILURE).,STORAGE TANK,EQUIPMENT FAILURE,5/22/18 8:15,DISCOVERED,,"400 INDUSTRIAL PARKWAY, EXT EAST",,,FAIRLAND,AL,MOBILE,36571,,,,,,,,,,,,,,,N
1212886,"PLATFORM EMPLOYEES OBSERVED A MYSTERY SHEEN HEADING TOWARDS THE PLATFORM. SHEEN CONTINUED PAST THE PLATFORM HEADING EAST.

* 50% COVERAGE: 50% BARELY VISIBLE, 20% SILVERY, 20% SLIGHTLY COLORED AND 10% BRIGHTLY COLORED. 
",UNKNOWN SHEEN,UNKNOWN,5/22/18 7:15,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,,LA,SOUTH PASS AREA,,,,,29,1,46,N,88,56,34,W,,,,N
1212887,CALLER IS REPORTING A RELEASE OF FUEL FROM AN ABANDON VESSEL NEAR MATANZAS PASS IN THE MANGROVE AREA.,VESSEL,VESSEL SINKING,5/22/18 9:45,DISCOVERED,EAST OF THE MARINA ON THE OTHER SIDE OF THE BAY (IN THE MANGROVE AREA),4765 ESTERO BLVD,,,FT MYERS BEACH,FL,LEE,33931,,,,,,,,,,,,,,,N
1212888,CALLER STATED THEY OBSERVED ZINC CALCIUM BROMIDE FLUID COMING FROM POLLUTION PAN AND IT WAS FLOWING INTO THE MOON POOL ON A DRILLING VESSEL DUE TO A VALVE CONNECTED AND DRAINING THE WRONG DIRECTION. CALLER STATED IT IS CURRENTLY DRILLING AT THIS TIME.,VESSEL,OPERATOR ERROR,5/22/18 7:00,DISCOVERED,,LAT 26-31-12 N,LONG 90-32-48 W,,PORT FOURCHON,LA,LAFOURCHE,,,,,26,31,12,N,90,32,48,W,,,,N
1212889,CALLER STATED THAT RADIATOR FLUID WAS RELEASED ONTO THE STREET WHILE SRP WAS DRAINING THE RADIATOR. POSSIBLE IMPACT TO STORM DRAIN.,MOBILE,DUMPING,5/21/18 17:00,OCCURRED,,3217 WILLIAMS STREET,,,NEWPORT NEWS,VA,NEWPORT NEWS,23607,,,,,,,,,,,,,,,N
1212890,"CALLER STATED THAT THE CONSTRUCTION COMPANY USES A VAC TRUCK TO PUMP OUT AN UNDERGROUND SPRING.  CALLER NOTICED A WHITE VAPOR BEING PRODUCED BY THE TRUCK. CONSTRUCTION COMPANY INFORMED THEM THAT THE MATERIAL IS THE RESULT OF AN OIL WATER MIXTURE BEING RELEASED INTO THE ATMOSPHERE AS THE PUMP ON THE TRUCK HEATS UP AND THAT THE MIXTURE IS NON HAZARDOUS. CALLER STATED THE COMPANY HAS USED MULTIPLE VAC TRUCKS OVER THE COURSE OF THE OPERATION, AND THAT SOME TRUCKS PRODUCE THE VAPOR WHILE OTHERS DO NOT.  TODAY THE TRUCK IS PRODUCING MORE THAN NORMAL.",MOBILE,UNKNOWN,5/22/18 9:30,DISCOVERED,,27 EAST 79TH ST,,,NEW YORK,NY,NEW YORK (MANHATTAN),10075,,,,,,,,,,,,,,,N
1212891,CALLER REPORTED THAT A SEPTA COMMUTER TRAIN STRUCK A TRESPASSER ON THE MAIN TRACKS WHICH RESULTED IN FATAL INJURIES.,RAILROAD NON-RELEASE,TRESPASSER,5/22/18 9:14,OCCURRED,,MP: 12.4,SUB: PHILLY TO WASH MAIN LINE,,EDDYSTONE,PA,DELAWARE,,,,,,,,,,,,,,,,N
1212892,CALLER STATED THAT THERE ARE MULTIPLE SPOTS OF DRIED USED MOTOR OIL ON THE GROUND AT THE ADDRESS LISTED ALONG WITH A SPOT THAT LOOKS VERY RECENT.  CALLER STATED THAT THE OIL CAME FROM A VEHICLE THAT IS NORMALLY PARKED ON THE ROAD AT THIS ADDRESS.,MOBILE,UNKNOWN,5/21/18 15:00,DISCOVERED,,10835 CLARK ST.,,,DAVIDSON,NC,CABARRUS,28036,,,,,,,,,,,,,,,N
1212893,"THE REPORTING SOURCE STATED THAT THERE IS A ""SUBSTANTIAL AMOUNT"" OF OIL ON THE ROADWAY. SLICK WAS DESCRIBED AS ""HUNDREDS OF FEET LONG ON THE ROADWAY"". SOURCE IS UNKNOWN, POSSIBLY A WELL IN THE AREA. THE RP IS CONCERNED FOR WELL WATER.",FIXED,UNKNOWN,5/21/18 12:00,OCCURRED,* POSSIBLY THE MARK OWEN WELL PAD,BEALLS RIDGE ROAD/ NORTH ROUTE 88,,,WELLSBURG,WV,BROOKE,,,,,,,,,,,,,,,,N
1212894,"***POTENTIAL RELEASE***

CALLER IS REPORTING A VESSEL THAT IS ON ITS SIDE IN A CANAL FROM THE LAST HURRICANE THAT CAME THROUGH THE AREA.  CALLER STATED THEY CAME ACROSS THE VESSEL AGAIN LAST WEEK.",VESSEL,HURRICANE,5/22/18 9:00,OCCURRED,,126 TEMPTATION AVE.,,,LAKE PLACID,FL,HIGHLANDS,,,,,,,,,,,,,,,,Y
1212895,CALLER IS REPORTING A UNKNOWN SHEEN DUE TO UNKNOWN CAUSES IN THE PROVINCETOWN HARBOR. CALLER STATED THE HARBORMASTER THINKS IT MIGHT BE HYDRAULIC FLUID.,UNKNOWN SHEEN,UNKNOWN,5/22/18 9:45,DISCOVERED,UNKNOWN SHEEN INCIDENT,PROVINCETOWN HARBOR,,,PROVINCETOWN,MA,BARNSTABLE,,,,,,,,,,,,,,,,N
1212897,CALLER IS REPORTING A TRAILER AT THEIR WAREHOUSE IS LEAKING AN UNKNOWN BLUE SUBSTANCE (POSSIBLY SOME TYPE OF DYE) ONTO THE GROUND. CALLER STATED DUE TO THE RAIN THE MATERIAL WASHED INTO A STORM DRAIN.,FIXED,UNKNOWN,5/22/18 7:30,DISCOVERED,,550 OAK RIDGE ROAD,,,HAZLE TWSP,PA,LUZERNE,18202,,,,,,,,,,,,,,,N
1212898,CALLER STATED THERE IS A UNKNOWN SHEEN DUE TO UNKNOWN CAUSES.,UNKNOWN SHEEN,UNKNOWN,5/22/18 9:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,LAT 28-58-1 N,LONG 90-20-33 W,,,LA,SOUTH TIMBALIER AREA,,,,,28,58,1,N,90,20,33,W,,,,N
1212900,CALLER STATED THAT APPROXIMATELY 5 BARRELS OF OIL WAS DUMPED INTO A FIELD FROM A HYDROVAC TRUCK.,MOBILE,DUMPING,5/21/18 15:00,OCCURRED,HWY 19 AND SOUTH LAKE ROAD,,,,ALEX,OK,GRADY,,,,,,,,,,,,,,,,N
1212901,"CALLER STATED 330 GALLONS OF NITRIC ACID RELEASED FROM A STORAGE TOTE ONTO THE GROUND, GRASS AND SOIL, DUE A FAILED VALVE ON THE TOTE.",STORAGE TANK,EQUIPMENT FAILURE,5/22/18 10:00,OCCURRED,,7425 E. 30TH ST.,,,INDIANAPOLIS,IN,MARION,,,,,,,,,,,,,,,,N
1212902,CALLER STATED THE SUSPECTED PARTY IS DUMPING A UNKNOWN MATERIAL IN A OPEN PIT WHICH IS CREATING A OVERWHELMING ODOR. CALLER STATED IT IS BURNING THEIR EYES & NOSE AND MAKING FOLKS SICK DUE TO THIS.,FIXED,DUMPING,5/21/18 8:00,OCCURRED,1000 YARDS FROM THIS PRIVATE RESIDENCE,14041 EAST COUNTY ROAD 1558,,,LINDSAY,OK,GARVIN,73052,,,,,,,,,,,,,,,N
1212903,"CALLER STATED THAT 200 POUNDS OF GROUND OATS RELEASED TO BALLAST FROM A RAIL CAR, DUE TO UNKNOWN CAUSES AT THIS TIME.",RAILROAD,UNKNOWN,5/22/18 8:30,OCCURRED,,RAILROAD MILE POST PT272,,,CONEMAUGH,PA,CAMBRIA,,,,,,,,,,,,,,,,N
1212904,CALLER STATED THAT TWO GALLONS OF DIESEL FUEL RELEASED FROM A FUEL LINE THAT IS APART OF THE FUEL FILL STATION AT THE LOCOMOTIVE SHOP. NO TRAIN INVOLVED. INCIDENT DOES NOT EFFECT RAIL TRAFFIC.  IMPACT IS TO THE BALLAST.,FIXED,EQUIPMENT FAILURE,5/22/18 10:15,OCCURRED,,ROUTE 65 CONWAY RAILYARD,PITTSBURG SUBDIVISION,,CONWAY,PA,BEAVER,,,,,,,,,,,,,,,,N
1212906,CALLER STATED CRUDE OIL (TOO SMALL TO CALCULATE) RELEASED FROM A PIPELINE ON A PLATFORM DUE TO A SMALL LEAK ON A RISER AT THE WATER LINE.,PIPELINE,UNKNOWN,5/22/18 8:02,OCCURRED,PIPELINE SEGMENT: 11553,BLOCK 142C,,,,LA,SOUTH MARSH ISLAND AREA,,,,,28,15,5,N,91,51,48,W,,,,N
1212907,CALLER STATED THERE IS AN UNKNOWN SHEEN DUE TO UNKNOWN CAUSES ON THE MAY RIVER. CALLER STATED THEY ARE LOCATED A 1/2 WEST OF THE ALL JOY BOAT LANDING.,UNKNOWN SHEEN,UNKNOWN,5/22/18 8:00,DISCOVERED,CLOSEST LOCATION TO UNKNOWN SHEEN,40 ESTILL BEACH CIRCLE,,,BLUFFTON,SC,BEAUFORT,29910,,,,,,,,,,,,,,,N
1212908,CALLER IS REPORTING AN UNKNOWN GREEN SUBSTANCE IN A CREEK FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 11:00,DISCOVERED,BEHIND THIS LOCATION,405 AV. AMERICO MIRANDA,,,SAN JUAN,PR,UNKNOWN,,,,,,,,,,,,,,,,N
1212909,CALLER STATED THAT THEY OBSERVED AN UNKNOWN SHEEN ON A RESIDENTIAL CANAL IN THE LAGO DEL RAY COMMUNITY.,UNKNOWN SHEEN,UNKNOWN,5/22/18 12:00,DISCOVERED,,7110 NORTHWEST 173RD DRIVE,,,HIALEAH,FL,DADE,32015,,,,,,,,,,,,,,,N
1212910,CALLER STATED THAT THEY OBSERVED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE HUDSON RIVER.,UNKNOWN SHEEN,UNKNOWN,5/22/18 11:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,PIER 33,,,TERRYTOWN,NY,WESTCHESTER,,,,,41,4,15,N,73,52,40,W,,,,N
1212911,CALLER STATED 39.34 GALLONS OF CRUDE OIL RELEASED FROM A DOWN PLATFORM CAUSE BY HURRICANE IVAN. THIS WAS DISCOVERED DURING AN OVERFLIGHT.,PLATFORM,HURRICANE,5/22/18 9:10,DISCOVERED,PLATFORM INCIDENT,,,,,LA,MISSISSIPPI CANYON 20,,,,,28,56,23,N,88,57,56,W,,,,N
1212912,CALLER IS REPORTING THE 8 GALLON DISCHARGE OF HYDRAULIC OIL DUE TO EQUIPMENT MALFUNCTION WHEN A HYDRAULIC LINE BROKE ON A FORKLIFT.,MOBILE,EQUIPMENT FAILURE,5/22/18 10:30,OCCURRED,,SOUTH LOCUST POINT MARINE TERMINAL,2001 EAST MCCOMAS ST,,BALTIMORE,MD,BALTIMORE,,,,,,,,,,,,,,,,N
1212913,CALLER STATED THAT THEY OBSERVED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE ON THE WATERS OF THE MARINA. CALLER STATED THAT THE SHEEN APPEARS TO BE COMING A GROUP OF VESSELS HOWEVER IT IS HARD TO DETERMINE WHICH ONE.,UNKNOWN SHEEN,UNKNOWN,5/22/18 11:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,551 SOUTH SHORE BLVD,PIER 1,,LEAGUE CITY,TX,GALVESTON,,,,,,,,,,,,,,,,N
1212915,CALLER REPORTS A DISCHARGE OF AN UNKNOWN AMOUNT OF AN UNKNOWN OIL INTO STANDING RAIN WATER AFTER A VEHICLE WAS STUCK IN A GULLY AND LEFT A SHEEN ONCE REMOVED.,MOBILE,UNKNOWN,5/22/18 12:52,OCCURRED,,2003 LION COUNTRY SAFARI ROAD,,,LOXAHATCHEE,FL,PALM BEACH,33470,,,,,,,,,,,,,,,N
1212916,CALLER STATED THEY WERE FILLING A NEW FUEL TANKER WITH JET A FUEL WHEN THE NOTICED A LEAK COMING FROM THE TOP DECK DRAIN LINE.,MOBILE,EQUIPMENT FAILURE,5/22/18 8:45,OCCURRED,,1993 KIRKLAND ROAD,,,CENTRAL POINT,OR,JACKSON,97502,,,,,,,,,,,,,,,N
